id,filename,url,points
#########
# germany big cities up to 20k inhabitants
#########
Weinheim,,https://data.whosonfirst.org/101/839/857/101839857.geojson
Albstadt,,https://data.whosonfirst.org/101/764/311/101764311.geojson
Bünde,buende.json,https://data.whosonfirst.org/101/807/557/101807557.geojson
Fellbach,,https://data.whosonfirst.org/101/761/995/101761995.geojson
Gotha,,https://data.whosonfirst.org/101/823/221/101823221.geojson
Filderstadt,,https://data.whosonfirst.org/101/761/809/101761809.geojson
Hof,,https://data.whosonfirst.org/101/841/157/101841157.geojson
Oberursel,,https://data.whosonfirst.org/101/840/051/101840051.geojson
Schwerte,,https://data.whosonfirst.org/101/760/495/101760495.geojson
Herzogenrath,,https://data.whosonfirst.org/101/839/485/101839485.geojson
Borken,,https://data.whosonfirst.org/101/809/157/101809157.geojson
Wismar,,https://data.whosonfirst.org/117/561/138/9/1175611389.geojson
Kamen,,https://data.whosonfirst.org/101/756/021/101756021.geojson
Bietigheim-Bissingen,,https://data.whosonfirst.org/101/760/643/101760643.geojson
Pinneberg,,https://data.whosonfirst.org/101/756/049/101756049.geojson
Erkelenz,,https://data.whosonfirst.org/101/809/929/101809929.geojson
Kaarst,,https://data.whosonfirst.org/101/755/991/101755991.geojson
Memmingen,,https://data.whosonfirst.org/101/828/659/101828659.geojson
Falkensee,,https://data.whosonfirst.org/101/756/035/101756035.geojson
Kaufbeuren,,https://data.whosonfirst.org/101/787/529/101787529.geojson
Lehrte,,https://data.whosonfirst.org/101/807/699/101807699.geojson
Erkrath,,https://data.whosonfirst.org/101/913/815/101913815.geojson
Neunkirchen,,https://data.whosonfirst.org/101/826/721/101826721.geojson
Brühl,bruehl.json,https://data.whosonfirst.org/117/561/136/1/1175611361.geojson
Melle,,https://data.whosonfirst.org/101/907/705/101907705.geojson,52.196328|8.353131
Dülmen,duelmen.json,https://data.whosonfirst.org/101/809/043/101809043.geojson
Lemgo,,https://data.whosonfirst.org/101/809/123/101809123.geojson
Schwabach,,https://data.whosonfirst.org/101/833/013/101833013.geojson
Freiberg,,https://data.whosonfirst.org/101/841/279/101841279.geojson
Nürtingen,nuertingen.json,https://data.whosonfirst.org/101/826/701/101826701.geojson
Königswinter,koenigswinter.json,https://data.whosonfirst.org/101/755/973/101755973.geojson
Coburg,,https://data.whosonfirst.org/101/841/155/101841155.geojson
Laatzen,,https://data.whosonfirst.org/101/756/033/101756033.geojson
Siegburg,,https://data.whosonfirst.org/101/810/985/101810985.geojson
Seevetal,,https://data.whosonfirst.org/101/806/337/101806337.geojson
Wunstorf,,https://data.whosonfirst.org/101/807/691/101807691.geojson
Nordhausen,,https://data.whosonfirst.org/101/822/231/101822231.geojson
Homburg,,https://data.whosonfirst.org/101/759/621/101759621.geojson
Ansbach,,https://data.whosonfirst.org/101/782/029/101782029.geojson
Heinsberg,,https://data.whosonfirst.org/101/809/933/101809933.geojson
Amberg,,https://data.whosonfirst.org/101/842/175/101842175.geojson
Aurich,,https://data.whosonfirst.org/101/806/491/101806491.geojson
Dreieich,,https://data.whosonfirst.org/101/811/755/101811755.geojson
Eisenach,,https://data.whosonfirst.org/101/827/177/101827177.geojson
Nettetal,,https://data.whosonfirst.org/112/602/880/3/1126028803.geojson
Gifhorn,,https://data.whosonfirst.org/101/819/795/101819795.geojson
Niederkassel,,https://data.whosonfirst.org/101/755/975/101755975.geojson
Pirna,,https://data.whosonfirst.org/101/755/985/101755985.geojson
Bitterfeld-Wolfen,,https://data.whosonfirst.org/101/841/411/101841411.geojson
Würselen,wuerselen.json,https://data.whosonfirst.org/101/811/037/101811037.geojson,50.827979|6.150388
Bernau,,https://data.whosonfirst.org/101/758/637/101758637.geojson
Mettmann,,https://data.whosonfirst.org/101/810/021/101810021.geojson
Bautzen,,https://data.whosonfirst.org/101/820/733/101820733.geojson
Ahaus,,https://data.whosonfirst.org/101/807/565/101807565.geojson
Maintal,,https://data.whosonfirst.org/101/755/945/101755945.geojson
Ostfildern,,https://data.whosonfirst.org/101/761/799/101761799.geojson
Ettlingen,,https://data.whosonfirst.org/101/826/713/101826713.geojson
Völklingen,voelklingen.json,https://data.whosonfirst.org/101/906/007/101906007.geojson,49.220406|6.802569
Stendal,,https://data.whosonfirst.org/101/819/945/101819945.geojson
Freital,,https://data.whosonfirst.org/101/755/983/101755983.geojson
Schorndorf,,https://data.whosonfirst.org/101/826/707/101826707.geojson
Löhne,loehne.json,https://data.whosonfirst.org/101/838/039/101838039.geojson
Hückelhoven,hueckelhoven.json,https://data.whosonfirst.org/101/809/931/101809931.geojson
Leinfelden-Echterdingen,,https://data.whosonfirst.org/112/605/812/9/1126058129.geojson
Buxtehude,,https://data.whosonfirst.org/101/906/029/101906029.geojson,53.462918|9.691857
Halberstadt,,https://data.whosonfirst.org/101/820/899/101820899.geojson
Eberswalde,,https://data.whosonfirst.org/101/841/451/101841451.geojson
Germering,,https://data.whosonfirst.org/101/786/633/101786633.geojson
Pirmasens,,https://data.whosonfirst.org/101/760/713/101760713.geojson
Weißenfels,weissenfels.json,https://data.whosonfirst.org/101/841/293/101841293.geojson
Bensheim,,https://data.whosonfirst.org/101/839/873/101839873.geojson
Königs Wusterhausen,koenigs_wusterhausen.json,https://data.whosonfirst.org/101/841/423/101841423.geojson
Emsdetten,,https://data.whosonfirst.org/101/807/629/101807629.geojson
Kehl,,https://data.whosonfirst.org/101/753/099/101753099.geojson
Wesseling,,https://data.whosonfirst.org/101/755/979/101755979.geojson
Coesfeld,,https://data.whosonfirst.org/101/809/039/101809039.geojson
Erding,,https://data.whosonfirst.org/101/785/405/101785405.geojson
Beckum,,https://data.whosonfirst.org/101/809/065/101809065.geojson
Ilmenau,,https://data.whosonfirst.org/101/824/685/101824685.geojson
Warendorf,,https://data.whosonfirst.org/101/809/067/101809067.geojson
Backnang,,https://data.whosonfirst.org/101/760/685/101760685.geojson
Kamp-Lintfort,,https://data.whosonfirst.org/101/810/255/101810255.geojson
Papenburg,,https://data.whosonfirst.org/101/806/223/101806223.geojson
Neu-Isenburg,,https://data.whosonfirst.org/101/811/759/101811759.geojson
Fürstenfeldbruck,fuerstenfeldbruck.json,https://data.whosonfirst.org/101/833/985/101833985.geojson
Greven,,https://data.whosonfirst.org/101/807/635/101807635.geojson
Ahrensburg,,https://data.whosonfirst.org/101/842/255/101842255.geojson
